x,y
59.073376,26.052468
59.107264,26.089599
59.141129,26.126752
59.174970,26.163926
59.208788,26.201121
59.242583,26.238337
59.276354,26.275575
59.310101,26.312833
59.343826,26.350113
59.377527,26.387414
59.411204,26.424737
59.444858,26.462080
59.478489,26.499445
59.512096,26.536831
59.545679,26.574237
59.579239,26.611665
59.612776,26.649114
59.646288,26.686584
59.679778,26.724076
59.713244,26.761588
59.746686,26.799121
59.780105,26.836675
59.813500,26.874250
59.846871,26.911847
59.880219,26.949464
59.913543,26.987102
59.946843,27.024761
59.980120,27.062441
60.013373,27.100142
60.046603,27.137863
60.079809,27.175606
60.112991,27.213369
60.146149,27.251154
60.179283,27.288959
60.212394,27.326785
60.245481,27.364632
60.278544,27.402499
60.311584,27.440387
60.344599,27.478296
60.377591,27.516226
60.410559,27.554177
60.443503,27.592148
60.476423,27.630140
60.509319,27.668152
60.542192,27.706186
60.575040,27.744240
60.607865,27.782314
60.640666,27.820409
60.673442,27.858525
60.706195,27.896661
60.738924,27.934818
60.771629,27.972996
60.804309,28.011194
60.836966,28.049412
60.869599,28.087651
60.902208,28.125911
60.934792,28.164191
60.967353,28.202492
60.999889,28.240813
61.032402,28.279154
61.064890,28.317516
61.097355,28.355898
61.129795,28.394301
61.162211,28.432724
61.194603,28.471167
61.226970,28.509631
61.259314,28.548115
61.291633,28.586619
61.323928,28.625144
61.356199,28.663689
61.388446,28.702254
61.420668,28.740840
61.452866,28.779445
61.485040,28.818071
