step,x,y,v,delta,cross_err
3015,15.170393,158.401937,15.0000,0.034037,0.143848
3016,14.433423,158.541129,15.0000,0.034001,0.143672
3017,13.695169,158.673345,15.0000,0.033971,0.143546
3018,12.955698,158.798580,15.0000,0.033946,0.143462
3019,12.215079,158.916828,15.0000,0.033925,0.143415
3020,11.473377,159.028085,15.0000,0.033906,0.143398
3021,10.730659,159.132346,15.0000,0.033890,0.143409
3022,9.986992,159.229603,15.0000,0.033877,0.143441
3023,9.242442,159.319853,15.0000,0.033866,0.143494
3024,8.497075,159.403090,15.0000,0.033856,0.143563
3025,7.750958,159.479309,15.0000,0.033847,0.143646
3026,7.004157,159.548506,15.0000,0.033840,0.143741
3027,6.256738,159.610675,15.0000,0.033834,0.143846
3028,5.508767,159.665813,15.0000,0.033829,0.143961
3029,4.760311,159.713916,15.0000,0.033825,0.144083
3030,4.011437,159.754982,15.0000,0.033821,0.144212
3031,3.262209,159.789006,15.0000,0.031491,0.144329
3032,2.512694,159.815988,15.0000,0.034360,0.144467
3033,1.762972,159.836410,15.0000,0.034052,0.144123
3034,1.013090,159.849673,15.0000,0.034035,0.143897
3035,0.263115,159.855840,15.0000,0.033999,0.143724
3036,-0.486884,159.854913,15.0000,0.033970,0.143600
3037,-1.236842,159.846901,15.0000,0.033945,0.143519
3038,-1.986690,159.831809,15.0000,0.033923,0.143473
3039,-2.736362,159.809645,15.0000,0.033905,0.143458
3040,-3.485792,159.780416,15.0000,0.033890,0.143470
3041,-4.234914,159.744126,15.0000,0.033876,0.143504
3042,-4.983661,159.700784,15.0000,0.033865,0.143557
3043,-5.731966,159.650395,15.0000,0.033855,0.143626
3044,-6.479764,159.592967,15.0000,0.033847,0.143710
3045,-7.226989,159.528506,15.0000,0.033840,0.143806
3046,-7.973574,159.457020,15.0000,0.033834,0.143912
3047,-8.719454,159.378517,15.0000,0.033829,0.144027
3048,-9.464563,159.293004,15.0000,0.033824,0.144149
3049,-10.208836,159.200491,15.0000,0.033821,0.144278
3050,-10.952206,159.100987,15.0000,0.031491,0.144396
3051,-11.694608,158.994500,15.0000,0.034360,0.144533
3052,-12.436049,158.881522,15.0000,0.034052,0.144190
3053,-13.176379,158.761469,15.0000,0.034035,0.143964
3054,-13.915539,158.634417,15.0000,0.033999,0.143791
3055,-14.653464,158.500379,15.0000,0.033970,0.143667
3056,-15.390090,158.359375,15.0000,0.033945,0.143586
3057,-16.125353,158.211425,15.0000,0.033923,0.143541
3058,-16.859187,158.056545,15.0000,0.033905,0.143526
3059,-17.591528,157.894755,15.0000,0.033890,0.143537
3060,-18.322313,157.726072,15.0000,0.033876,0.143571
3061,-19.051476,157.550515,15.0000,0.033865,0.143624
3062,-19.778955,157.368101,15.0000,0.033855,0.143694
3063,-20.504685,157.178850,15.0000,0.033847,0.143778
3064,-21.228602,156.982780,15.0000,0.033840,0.143874
3065,-21.950643,156.779909,15.0000,0.033834,0.143980
3066,-22.670745,156.570258,15.0000,0.033829,0.144095
3067,-23.388844,156.353845,15.0000,0.033825,0.144217
3068,-24.104876,156.130692,15.0000,0.031494,0.144330
3069,-24.818780,155.900819,15.0000,0.034363,0.144463
3070,-25.530644,155.664707,15.0000,0.034055,0.144115
3071,-26.240222,155.421808,15.0000,0.034037,0.143886
3072,-26.947469,155.172206,15.0000,0.034001,0.143710
3073,-27.652324,154.915925,15.0000,0.033971,0.143584
3074,-28.354725,154.652996,15.0000,0.033946,0.143500
3075,-29.054614,154.383448,15.0000,0.033925,0.143453
3076,-29.751929,154.107309,15.0000,0.033906,0.143437
3077,-30.446609,153.824610,15.0000,0.033890,0.143447
3078,-31.138595,153.535378,15.0000,0.033877,0.143480
3079,-31.827827,153.239642,15.0000,0.033866,0.143532
3080,-32.514244,152.937431,15.0000,0.033856,0.143601
3081,-33.197787,152.628774,15.0000,0.033847,0.143684
3082,-33.878396,152.313700,15.0000,0.033840,0.143779
3083,-34.556011,151.992238,15.0000,0.033834,0.143885
3084,-35.230573,151.664419,15.0000,0.033829,0.143999
3085,-35.902024,151.330272,15.0000,0.033825,0.144121
3086,-36.570303,150.989827,15.0000,0.033821,0.144250
3087,-37.235354,150.643117,15.0000,0.031491,0.144367
3088,-37.897116,150.290171,15.0000,0.034360,0.144505
3089,-38.555765,149.931448,15.0000,0.034052,0.144161
3090,-39.210958,149.566453,15.0000,0.034035,0.143935
3091,-39.862668,149.195275,15.0000,0.033999,0.143762
3092,-40.510839,148.817949,15.0000,0.033970,0.143638
3093,-41.155416,148.434516,15.0000,0.033945,0.143556
3094,-41.796345,148.045016,15.0000,0.033924,0.143511
3095,-42.433571,147.649488,15.0000,0.033905,0.143496
3096,-43.067041,147.247970,15.0000,0.033890,0.143508
3097,-43.696699,146.840502,15.0000,0.033876,0.143541
3098,-44.322492,146.427122,15.0000,0.033865,0.143595
3099,-44.944366,146.007870,15.0000,0.033855,0.143664
3100,-45.562268,145.582784,15.0000,0.033847,0.143748
3101,-46.176142,145.151904,15.0000,0.033840,0.143844
3102,-46.785937,144.715269,15.0000,0.033834,0.143950
3103,-47.391600,144.272919,15.0000,0.033829,0.144065
3104,-47.993076,143.824894,15.0000,0.033825,0.144187
3105,-48.590314,143.371236,15.0000,0.031494,0.144300
3106,-49.183262,142.911983,15.0000,0.034363,0.144433
3107,-49.772169,142.447559,15.0000,0.034055,0.144086
3108,-50.356613,141.977533,15.0000,0.034037,0.143856
3109,-50.936584,141.501998,15.0000,0.034001,0.143680
3110,-51.512031,141.020998,15.0000,0.033971,0.143554
3111,-52.082907,140.534583,15.0000,0.033946,0.143471
3112,-52.649167,140.042800,15.0000,0.033925,0.143423
3113,-53.210762,139.545698,15.0000,0.033906,0.143407
3114,-53.767646,139.043323,15.0000,0.033890,0.143417
3115,-54.319773,138.535724,15.0000,0.033877,0.143450
3116,-54.867094,138.022948,15.0000,0.033866,0.143502
3117,-55.409564,137.505043,15.0000,0.033856,0.143571
3118,-55.947136,136.982055,15.0000,0.033847,0.143654
3119,-56.479764,136.454033,15.0000,0.033840,0.143749
3120,-57.007403,135.921025,15.0000,0.033834,0.143855
3121,-57.530006,135.383078,15.0000,0.033829,0.143969
3122,-58.047528,134.840242,15.0000,0.033825,0.144091
3123,-58.559924,134.292565,15.0000,0.033821,0.144220
3124,-59.067150,133.740097,15.0000,0.031491,0.144338
3125,-59.569161,133.182885,15.0000,0.034360,0.144475
3126,-60.066278,132.621302,15.0000,0.034052,0.144131
3127,-60.558009,132.054998,15.0000,0.034035,0.143905
3128,-61.044360,131.484067,15.0000,0.033999,0.143732
3129,-61.525290,130.908561,15.0000,0.033970,0.143608
3130,-62.000760,130.328537,15.0000,0.033945,0.143527
3131,-62.470735,129.744051,15.0000,0.033923,0.143481
3132,-62.935175,129.155158,15.0000,0.033905,0.143467
3133,-63.394044,128.561913,15.0000,0.033890,0.143478
3134,-63.847302,127.964371,15.0000,0.033876,0.143512
3135,-64.294914,127.362587,15.0000,0.033865,0.143565
3136,-64.736840,126.756616,15.0000,0.033855,0.143635
3137,-65.173045,126.146513,15.0000,0.033847,0.143718
3138,-65.603490,125.532333,15.0000,0.033840,0.143814
3139,-66.028140,124.914132,15.0000,0.033834,0.143920
3140,-66.446958,124.291966,15.0000,0.033829,0.144035
3141,-66.859908,123.665889,15.0000,0.033824,0.144158
3142,-67.266955,123.035957,15.0000,0.033821,0.144287
3143,-67.668062,122.402228,15.0000,0.031491,0.144404
3144,-68.063196,121.764757,15.0000,0.034360,0.144542
3145,-68.452737,121.123853,15.0000,0.034052,0.144198
3146,-68.836141,120.479259,15.0000,0.034035,0.143972
3147,-69.213428,119.831066,15.0000,0.033999,0.143799
3148,-69.584567,119.179333,15.0000,0.033970,0.143676
3149,-69.949533,118.524123,15.0000,0.033945,0.143594
3150,-70.308298,117.865498,15.0000,0.033923,0.143549
3151,-70.660834,117.203517,15.0000,0.033905,0.143534
3152,-71.007114,116.538243,15.0000,0.033890,0.143546
3153,-71.347111,115.869735,15.0000,0.033876,0.143580
3154,-71.680797,115.198056,15.0000,0.033865,0.143633
3155,-72.008146,114.523265,15.0000,0.033855,0.143702
3156,-72.329130,113.845423,15.0000,0.033847,0.143786
3157,-72.643723,113.164592,15.0000,0.033840,0.143882
3158,-72.951898,112.480832,15.0000,0.033834,0.143988
3159,-73.253630,111.794204,15.0000,0.033829,0.144103
3160,-73.548894,111.104770,15.0000,0.033825,0.144226
3161,-73.837663,110.412590,15.0000,0.031494,0.144338
3162,-74.119913,109.717727,15.0000,0.034363,0.144471
3163,-74.396072,109.020421,15.0000,0.034055,0.144124
3164,-74.665560,108.320509,15.0000,0.034037,0.143894
3165,-74.928413,107.618079,15.0000,0.034001,0.143718
3166,-75.184609,106.913193,15.0000,0.033971,0.143592
3167,-75.434135,106.205919,15.0000,0.033946,0.143509
3168,-75.676973,105.496321,15.0000,0.033925,0.143461
3169,-75.913106,104.784463,15.0000,0.033906,0.143445
3170,-76.142518,104.070411,15.0000,0.033890,0.143455
3171,-76.365193,103.354230,15.0000,0.033877,0.143488
3172,-76.581112,102.635983,15.0000,0.033866,0.143540
3173,-76.790261,101.915735,15.0000,0.033856,0.143609
3174,-76.992623,101.193551,15.0000,0.033847,0.143692
3175,-77.188182,100.469495,15.0000,0.033840,0.143787
3176,-77.376921,99.743632,15.0000,0.033834,0.143893
3177,-77.558827,99.016026,15.0000,0.033829,0.144007
3178,-77.733884,98.286742,15.0000,0.033825,0.144129
3179,-77.902077,97.555845,15.0000,0.033821,0.144258
3180,-78.063394,96.823399,15.0000,0.031491,0.144375
3181,-78.217819,96.089469,15.0000,0.034360,0.144513
3182,-78.365817,95.354216,15.0000,0.034052,0.144169
3183,-78.506787,94.617584,15.0000,0.034035,0.143943
3184,-78.640781,93.879651,15.0000,0.033999,0.143770
3185,-78.767789,93.140483,15.0000,0.033970,0.143646
3186,-78.887808,92.400148,15.0000,0.033945,0.143565
3187,-79.000834,91.658714,15.0000,0.033924,0.143519
3188,-79.106861,90.916246,15.0000,0.033905,0.143504
3189,-79.205884,90.172812,15.0000,0.033890,0.143516
3190,-79.297899,89.428478,15.0000,0.033876,0.143550
3191,-79.382899,88.683310,15.0000,0.033865,0.143603
3192,-79.460882,87.937375,15.0000,0.033855,0.143672
3193,-79.531841,87.190740,15.0000,0.033847,0.143756
3194,-79.595773,86.443469,15.0000,0.033840,0.143852
3195,-79.652674,85.695631,15.0000,0.033834,0.143958
3196,-79.702540,84.947291,15.0000,0.033829,0.144073
3197,-79.745368,84.198514,15.0000,0.033825,0.144195
3198,-79.781155,83.449369,15.0000,0.031494,0.144308
3199,-79.809900,82.699920,15.0000,0.034363,0.144441
3200,-79.832084,81.950248,15.0000,0.034055,0.144094
3201,-79.847110,81.200398,15.0000,0.034037,0.143864
3202,-79.855038,80.450440,15.0000,0.034001,0.143688
3203,-79.855873,79.700441,15.0000,0.033971,0.143562
3204,-79.849622,78.950467,15.0000,0.033946,0.143479
3205,-79.836291,78.200585,15.0000,0.033925,0.143431
3206,-79.815888,77.450863,15.0000,0.033906,0.143415
3207,-79.788418,76.701366,15.0000,0.033890,0.143425
3208,-79.753887,75.952162,15.0000,0.033877,0.143458
3209,-79.712302,75.203315,15.0000,0.033866,0.143510
3210,-79.663670,74.454894,15.0000,0.033856,0.143579
3211,-79.607996,73.706963,15.0000,0.033847,0.143662
3212,-79.545289,72.959589,15.0000,0.033840,0.143757
3213,-79.475555,72.212838,15.0000,0.033834,0.143863
3214,-79.398802,71.466776,15.0000,0.033829,0.143977
3215,-79.315038,70.721468,15.0000,0.033825,0.144099
3216,-79.224271,69.976980,15.0000,0.033821,0.144228
3217,-79.126511,69.233379,15.0000,0.031491,0.144345
3218,-79.021767,68.490729,15.0000,0.034360,0.144483
3219,-78.910529,67.749025,15.0000,0.034052,0.144139
3220,-78.792213,67.008416,15.0000,0.034035,0.143913
3221,-78.666895,66.268960,15.0000,0.033999,0.143740
3222,-78.534589,65.530722,15.0000,0.033970,0.143616
3223,-78.395314,64.793767,15.0000,0.033945,0.143535
3224,-78.249088,64.058160,15.0000,0.033923,0.143489
3225,-78.095931,63.323964,15.0000,0.033905,0.143474
3226,-77.935859,62.591245,15.0000,0.033890,0.143486
3227,-77.768891,61.860067,15.0000,0.033876,0.143520
3228,-77.595045,61.130494,15.0000,0.033865,0.143573
3229,-77.414339,60.402589,15.0000,0.033855,0.143643
3230,-77.226790,59.676417,15.0000,0.033847,0.143726
3231,-77.032419,58.952042,15.0000,0.033840,0.143822
3232,-76.831243,58.229526,15.0000,0.033834,0.143928
3233,-76.623281,57.508935,15.0000,0.033829,0.144043
3234,-76.408554,56.790331,15.0000,0.033824,0.144166
3235,-76.187082,56.073776,15.0000,0.031494,0.144279
3236,-75.958884,55.359336,15.0000,0.034363,0.144412
3237,-75.724442,54.646919,15.0000,0.034055,0.144064
3238,-75.483209,53.936774,15.0000,0.034037,0.143835
3239,-75.235266,53.228943,15.0000,0.034001,0.143659
3240,-74.980639,52.523489,15.0000,0.033971,0.143533
3241,-74.719359,51.820472,15.0000,0.033946,0.143449
3242,-74.451453,51.119953,15.0000,0.033924,0.143402
3243,-74.176952,50.421993,15.0000,0.033906,0.143385
3244,-73.895883,49.726651,15.0000,0.033890,0.143396
3245,-73.608276,49.033988,15.0000,0.033877,0.143428
3246,-73.314157,48.344065,15.0000,0.033866,0.143481
3247,-73.013558,47.656940,15.0000,0.033856,0.143550
3248,-72.706505,46.972675,15.0000,0.033847,0.143633
3249,-72.393028,46.291329,15.0000,0.033840,0.143728
3250,-72.073157,45.612962,15.0000,0.033834,0.143833
3251,-71.746921,44.937632,15.0000,0.033829,0.143948
3252,-71.414350,44.265400,15.0000,0.033825,0.144070
3253,-71.075474,43.596323,15.0000,0.033821,0.144199
3254,-70.730325,42.930461,15.0000,0.031491,0.144316
3255,-70.378933,42.267873,15.0000,0.034360,0.144454
3256,-70.021757,41.608384,15.0000,0.034052,0.144110
3257,-69.658300,40.952336,15.0000,0.034035,0.143884
3258,-69.288651,40.299757,15.0000,0.033999,0.143711
3259,-68.912847,39.650703,15.0000,0.033970,0.143587
3260,-68.530928,39.005228,15.0000,0.033945,0.143506
3261,-68.142932,38.363387,15.0000,0.033923,0.143460
3262,-67.748900,37.725235,15.0000,0.033905,0.143445
3263,-67.348870,37.090825,15.0000,0.033890,0.143457
3264,-66.942880,36.460213,15.0000,0.033876,0.143491
3265,-66.530969,35.833451,15.0000,0.033865,0.143544
3266,-66.113177,35.210595,15.0000,0.033855,0.143614
3267,-65.689542,34.591698,15.0000,0.033847,0.143697
3268,-65.260103,33.976814,15.0000,0.033840,0.143793
3269,-64.824900,33.365997,15.0000,0.033834,0.143899
3270,-64.383973,32.759298,15.0000,0.033829,0.144014
3271,-63.937360,32.156772,15.0000,0.033824,0.144137
3272,-63.485104,31.558471,15.0000,0.033821,0.144266
3273,-63.027244,30.964447,15.0000,0.031491,0.144383
3274,-62.563822,30.374753,15.0000,0.034360,0.144521
3275,-62.095257,29.789136,15.0000,0.034052,0.144177
3276,-61.621122,29.208019,15.0000,0.034035,0.143951
3277,-61.141510,28.631416,15.0000,0.033999,0.143778
3278,-60.656466,28.059374,15.0000,0.033970,0.143655
3279,-60.166039,27.491940,15.0000,0.033945,0.143573
3280,-59.670277,26.929160,15.0000,0.033923,0.143528
3281,-59.169229,26.371083,15.0000,0.033905,0.143513
3282,-58.662943,25.817753,15.0000,0.033890,0.143525
3283,-58.151465,25.269217,15.0000,0.033876,0.143559
3284,-57.634845,24.725523,15.0000,0.033865,0.143612
3285,-57.113129,24.186716,15.0000,0.033855,0.143681
3286,-56.586367,23.652843,15.0000,0.033847,0.143765
3287,-56.054604,23.123948,15.0000,0.033840,0.143861
3288,-55.517891,22.600079,15.0000,0.033834,0.143967
3289,-54.976276,22.081280,15.0000,0.033829,0.144082
3290,-54.429807,21.567596,15.0000,0.033825,0.144205
3291,-53.878533,21.059071,15.0000,0.031494,0.144317
3292,-53.322504,20.555751,15.0000,0.034363,0.144450
3293,-52.762091,20.057315,15.0000,0.034055,0.144103
3294,-52.196945,19.564254,15.0000,0.034037,0.143873
3295,-51.627158,19.076563,15.0000,0.034001,0.143697
3296,-51.052783,18.594283,15.0000,0.033971,0.143571
3297,-50.473878,18.117451,15.0000,0.033946,0.143488
3298,-49.890497,17.646105,15.0000,0.033925,0.143440
3299,-49.302696,17.180284,15.0000,0.033906,0.143424
3300,-48.710530,16.720024,15.0000,0.033890,0.143434
3301,-48.114053,16.265364,15.0000,0.033877,0.143467
3302,-47.513321,15.816341,15.0000,0.033866,0.143519
3303,-46.908389,15.372993,15.0000,0.033856,0.143588
3304,-46.299312,14.935358,15.0000,0.033847,0.143671
3305,-45.686144,14.503472,15.0000,0.033840,0.143766
3306,-45.068941,14.077373,15.0000,0.033834,0.143872
3307,-44.447759,13.657096,15.0000,0.033829,0.143986
3308,-43.822653,13.242678,15.0000,0.033825,0.144109
3309,-43.193679,12.834155,15.0000,0.033821,0.144237
3310,-42.560892,12.431561,15.0000,0.031491,0.144355
3311,-41.924350,12.034933,15.0000,0.034360,0.144492
3312,-41.284362,11.643889,15.0000,0.034052,0.144148
3313,-40.640669,11.258974,15.0000,0.034035,0.143922
3314,-39.993363,10.880167,15.0000,0.033999,0.143749
3315,-39.342503,10.507500,15.0000,0.033970,0.143626
3316,-38.688151,10.140998,15.0000,0.033945,0.143544
3317,-38.030369,9.780689,15.0000,0.033923,0.143498
3318,-37.369217,9.426600,15.0000,0.033905,0.143484
3319,-36.704757,9.078760,15.0000,0.033890,0.143495
3320,-36.037049,8.737196,15.0000,0.033876,0.143529
3321,-35.366154,8.401935,15.0000,0.033865,0.143582
3322,-34.692133,8.073004,15.0000,0.033855,0.143652
3323,-34.015047,7.750430,15.0000,0.033847,0.143736
3324,-33.334955,7.434241,15.0000,0.033840,0.143831
3325,-32.651920,7.124462,15.0000,0.033834,0.143937
3326,-31.966002,6.821120,15.0000,0.033829,0.144052
3327,-31.277262,6.524240,15.0000,0.033824,0.144175
3328,-30.585762,6.233847,15.0000,0.031494,0.144288
3329,-29.891563,5.949967,15.0000,0.034363,0.144421
3330,-29.194907,5.672173,15.0000,0.034055,0.144073
3331,-28.495629,5.401044,15.0000,0.034037,0.143844
3332,-27.793818,5.136544,15.0000,0.034001,0.143668
3333,-27.089535,4.878694,15.0000,0.033971,0.143542
3334,-26.382848,4.627510,15.0000,0.033946,0.143458
3335,-25.673822,4.383008,15.0000,0.033925,0.143411
3336,-24.962520,4.145205,15.0000,0.033906,0.143395
3337,-24.249009,3.914118,15.0000,0.033890,0.143405
3338,-23.533351,3.689764,15.0000,0.033877,0.143438
3339,-22.815613,3.472160,15.0000,0.033866,0.143490
3340,-22.095858,3.261322,15.0000,0.033856,0.143559
3341,-21.374151,3.057266,15.0000,0.033847,0.143642
3342,-20.650556,2.860010,15.0000,0.033840,0.143737
3343,-19.925137,2.669567,15.0000,0.033834,0.143842
3344,-19.197960,2.485955,15.0000,0.033829,0.143957
3345,-18.469089,2.309187,15.0000,0.033825,0.144079
3346,-17.738588,2.139280,15.0000,0.033821,0.144208
3347,-17.006523,1.976245,15.0000,0.031491,0.144325
3348,-16.272958,1.820098,15.0000,0.034360,0.144463
3349,-15.538054,1.670376,15.0000,0.034052,0.144119
3350,-14.801754,1.527678,15.0000,0.034035,0.143893
3351,-14.064137,1.391953,15.0000,0.033999,0.143720
3352,-13.325270,1.263211,15.0000,0.033970,0.143596
3353,-12.585219,1.141455,15.0000,0.033945,0.143515
3354,-11.844051,1.026690,15.0000,0.033923,0.143469
3355,-11.101835,0.918921,15.0000,0.033905,0.143454
3356,-10.358635,0.818154,15.0000,0.033890,0.143466
3357,-9.614519,0.724393,15.0000,0.033876,0.143500
3358,-8.869552,0.637644,15.0000,0.033865,0.143553
3359,-8.123803,0.557912,15.0000,0.033855,0.143623
3360,-7.377335,0.485201,15.0000,0.033847,0.143706
3361,-6.630217,0.419516,15.0000,0.033840,0.143802
3362,-5.882515,0.360860,15.0000,0.033834,0.143908
3363,-5.134293,0.309239,15.0000,-0.003004,0.144023
3364,-4.385620,0.264654,15.0000,0.000192,0.144146
3365,-3.636983,0.219444,15.0000,-0.000006,0.136599
3366,-2.888345,0.174275,15.0000,-0.000000,0.122033
3367,-2.139706,0.129104,15.0000,-0.000000,0.100445
3368,-1.391068,0.083933,15.0000,-0.000000,0.071824
3369,-0.642429,0.038762,15.0000,-0.000000,0.036179
3370,0.106209,-0.006408,15.0000,0.100000,-0.006480
3371,0.854848,-0.051579,15.0000,0.200000,-0.056143
3372,1.604454,-0.075870,15.0000,0.213064,-0.091940
3373,2.354240,-0.057936,15.0000,0.113064,-0.092539
3374,3.101595,0.004999,15.0000,0.013064,-0.055100
3375,3.846593,0.091471,15.0000,-0.086936,-0.001048
3376,4.591273,0.180646,15.0000,-0.037468,0.048704
3377,5.337893,0.251768,15.0000,0.030382,0.073320
3378,6.085213,0.315112,15.0000,0.027349,0.083095
3379,6.831972,0.384763,15.0000,0.028600,0.092164
3380,7.578180,0.460087,15.0000,0.029320,0.099894
3381,8.323766,0.541338,15.0000,0.029968,0.106544
3382,9.068665,0.628660,15.0000,0.030519,0.112264
3383,9.812811,0.722182,15.0000,0.030990,0.117188
3384,10.556138,0.822010,15.0000,0.029222,0.121430
3385,11.298577,0.928236,15.0000,0.032226,0.125090
3386,12.040129,1.040487,15.0000,0.032243,0.127797
3387,12.780647,1.159373,15.0000,0.032487,0.130177
3388,13.520069,1.284890,15.0000,0.032675,0.132235
3389,14.258328,1.417076,15.0000,0.032838,0.134020
3390,14.995357,1.555959,15.0000,0.032977,0.135572
3391,15.731088,1.701562,15.0000,0.033095,0.136925
3392,16.465454,1.853901,15.0000,0.030911,0.138090
3393,17.198387,2.012987,15.0000,0.033814,0.139125
3394,17.929927,2.178362,15.0000,0.033590,0.139558
3395,18.659882,2.350603,15.0000,0.033640,0.139994
3396,19.388196,2.529650,15.0000,0.033661,0.140388
3397,20.114805,2.715498,15.0000,0.033681,0.140749
3398,20.839644,2.908134,15.0000,0.033698,0.141081
3399,21.562648,3.107545,15.0000,0.033713,0.141390
3400,22.283753,3.313718,15.0000,0.033725,0.141678
3401,23.002896,3.526637,15.0000,0.033736,0.141949
3402,23.720011,3.746286,15.0000,0.033745,0.142204
3403,24.435035,3.972649,15.0000,0.033752,0.142447
3404,25.147906,4.205705,15.0000,0.033759,0.142679
3405,25.858559,4.445438,15.0000,0.033765,0.142901
3406,26.566933,4.691827,15.0000,0.033770,0.143116
3407,27.272963,4.944851,15.0000,0.033774,0.143324
3408,27.976588,5.204489,15.0000,0.033777,0.143526
3409,28.677745,5.470720,15.0000,0.033780,0.143723
3410,29.376372,5.743519,15.0000,0.031459,0.143899
3411,30.072408,6.022865,15.0000,0.034330,0.144087
3412,30.765976,6.308284,15.0000,0.034026,0.143787
3413,31.456789,6.600307,15.0000,0.034013,0.143597
3414,32.144810,6.898849,15.0000,0.033980,0.143456
3415,32.829979,7.203880,15.0000,0.033954,0.143359
3416,33.512236,7.515367,15.0000,0.033931,0.143301
3417,34.191525,7.833277,15.0000,0.033912,0.143275
3418,34.867786,8.157578,15.0000,0.033895,0.143277
3419,35.540961,8.488238,15.0000,0.033881,0.143303
3420,36.210991,8.825223,15.0000,0.033869,0.143349
3421,36.877819,9.168502,15.0000,0.033859,0.143413
3422,37.541387,9.518041,15.0000,0.033850,0.143492
3423,38.201637,9.873808,15.0000,0.033842,0.143583
3424,38.858511,10.235770,15.0000,0.033836,0.143686
3425,39.511952,10.603893,15.0000,0.033831,0.143797
3426,40.161904,10.978143,15.0000,0.033826,0.143917
3427,40.808308,11.358488,15.0000,0.033822,0.144044
3428,41.451108,11.744891,15.0000,0.033819,0.144176
3429,42.090249,12.137318,15.0000,0.031490,0.144298
3430,42.725673,12.535735,15.0000,0.034359,0.144438
3431,43.357587,12.939696,15.0000,0.034051,0.144097
3432,43.985616,13.349672,15.0000,0.034034,0.143873
3433,44.609737,13.765573,15.0000,0.033998,0.143701
3434,45.229896,14.187357,15.0000,0.033969,0.143579
3435,45.846044,14.614981,15.0000,0.033944,0.143499
3436,46.458127,15.048402,15.0000,0.033923,0.143454
3437,47.066095,15.487577,15.0000,0.033905,0.143441
3438,47.669896,15.932464,15.0000,0.033889,0.143453
3439,48.269479,16.383020,15.0000,0.033876,0.143488
3440,48.864792,16.839202,15.0000,0.033865,0.143541
3441,49.455785,17.300968,15.0000,0.033855,0.143611
3442,50.042406,17.768275,15.0000,0.033847,0.143696
3443,50.624605,18.241079,15.0000,0.033840,0.143792
3444,51.202331,18.719339,15.0000,0.033834,0.143898
3445,51.775535,19.203010,15.0000,0.033829,0.144013
3446,52.344165,19.692049,15.0000,0.033824,0.144136
3447,52.908174,20.186412,15.0000,0.033821,0.144265
3448,53.467511,20.686054,15.0000,0.031491,0.144383
3449,54.022128,21.190930,15.0000,0.034360,0.144521
3450,54.572305,21.700641,15.0000,0.034052,0.144177
3451,55.117591,22.215581,15.0000,0.034035,0.143951
3452,55.657980,22.735658,15.0000,0.033999,0.143779
3453,56.193426,23.260822,15.0000,0.033970,0.143655
3454,56.723886,23.791022,15.0000,0.033945,0.143574
3455,57.249318,24.326205,15.0000,0.033923,0.143528
3456,57.769679,24.866321,15.0000,0.033905,0.143514
3457,58.284924,25.411318,15.0000,0.033890,0.143525
3458,58.795013,25.961145,15.0000,0.033876,0.143559
3459,59.299900,26.515752,15.0000,0.033865,0.143613
3460,59.799545,27.075086,15.0000,0.033855,0.143682
3461,60.293904,27.639098,15.0000,0.033847,0.143766
3462,60.782935,28.207736,15.0000,0.033840,0.143862
3463,61.266596,28.780948,15.0000,0.033834,0.143968
3464,61.744845,29.358683,15.0000,0.033829,0.144083
3465,62.217642,29.940888,15.0000,0.033824,0.144206
3466,62.684944,30.527513,15.0000,0.031494,0.144318
3467,63.146713,31.118503,15.0000,0.034363,0.144451
3468,63.603292,31.713512,15.0000,0.034055,0.144104
3469,64.054168,32.312854,15.0000,0.034037,0.143874
3470,64.499352,32.916436,15.0000,0.034001,0.143698
3471,64.938808,33.524201,15.0000,0.033971,0.143572
3472,65.372502,34.136092,15.0000,0.033946,0.143489
3473,65.800400,34.752049,15.0000,0.033925,0.143441
3474,66.222469,35.372015,15.0000,0.033906,0.143425
3475,66.638674,35.995932,15.0000,0.033890,0.143435
3476,67.048983,36.623743,15.0000,0.033877,0.143468
3477,67.453362,37.255390,15.0000,0.033866,0.143520
3478,67.851776,37.890816,15.0000,0.033856,0.143589
3479,68.244193,38.529963,15.0000,0.033847,0.143672
3480,68.630579,39.172774,15.0000,0.033840,0.143767
3481,69.010902,39.819190,15.0000,0.033834,0.143873
3482,69.385130,40.469155,15.0000,0.033829,0.143987
3483,69.753231,41.122608,15.0000,0.033825,0.144110
3484,70.115172,41.779494,15.0000,0.033821,0.144238
3485,70.470924,42.439752,15.0000,0.031491,0.144356
3486,70.820454,43.103325,15.0000,0.034360,0.144493
3487,71.164165,43.769930,15.0000,0.034052,0.144149
3488,71.501495,44.439787,15.0000,0.034035,0.143923
3489,71.832471,45.112806,15.0000,0.033999,0.143750
3490,72.157067,45.788925,15.0000,0.033970,0.143626
3491,72.475261,46.468081,15.0000,0.033945,0.143545
3492,72.787030,47.150210,15.0000,0.033923,0.143499
3493,73.092351,47.835250,15.0000,0.033905,0.143485
3494,73.391201,48.523137,15.0000,0.033890,0.143496
3495,73.683556,49.213809,15.0000,0.033876,0.143530
3496,73.969395,49.907204,15.0000,0.033865,0.143583
3497,74.248693,50.603259,15.0000,0.033855,0.143653
3498,74.521428,51.301912,15.0000,0.033847,0.143736
3499,74.787579,52.003099,15.0000,0.033840,0.143832
3500,75.047123,52.706759,15.0000,0.033834,0.143938
